diggCount,followerCount,followingCount,friendCount,heart,heartCount,videoCount,commentSetting,downloadSetting,duetSetting,ftc,id,isADVirtual,openFavorite,privateAccount,relation,roomId,secUid,secret,stitchSetting,ttSeller,uniqueId,verified,start_time,end_time
4,1073,47,0,0,0,0,0,0,0,False,7199443534461240347,False,False,False,0,7285692434703813381,MS4wLjABAAAAX0cXTO_ZEmzLgJUb-W6LdO3zwtnomuViC9HQEW8aVRAJGgL39XfhSyhsttBUo_8r,False,0,False,imdpf002,False,1689928720,1696221028
0,1767,0,0,0,0,0,0,0,0,False,7231473875976209413,False,False,False,0,MS4wLjABAAAA_42PD_dMZy-jILeBozst6YjxCEuZQV6gtNq-Rx7JoKB3P3qf0KMQPLL-pDhW7zx6,False,0,False,erer19960529,False,1687234214,1689588490
216,15800,656,0,3963,3963,72,0,0,0,False,6750944068639114241,False,False,False,0,MS4wLjABAAAAyncXCWcqraCs-5mqbuF2Ye0v2S5PMEUbQ-QjCbthsfhNNxf-uVkNAeRdQPlbZFGL,False,0,False,borrow1234,False,1687234214,1689588490
2,2183,10,0,26100,26100,41,0,0,0,False,7202820848855221254,False,False,False,0,MS4wLjABAAAAiUJBdjXU2wjZqyAdJy3L4jmUPMIQzpPxQExw0HfXEVqyTbNnJtTEiWFZmoJ1PdEV,False,0,False,les2s3361,False,1687234214,1689588490
84500,176300,6,0,163000,163000,68,0,3,3,False,6758373069327713286,False,False,False,0,MS4wLjABAAAAYaM5HqSEgs-F1d7mLL4Pg_UBFv-0fHKJffWCFkPsKC4f6_D3kW5rTv9s7_rz9Zfr,False,3,False,mems_clubs,False,1687234214,1689588490
0,1014,0,0,108,108,8,0,0,0,False,7206158176113263617,False,False,False,0,MS4wLjABAAAA4AAjkoAGqEO81WK1xhccffVOoU3XtIV6a_qBHsCoYfNsBiHhmlOMjuqeq4arryM_,False,0,False,kr001602tzc,False,1687234214,1689588490
62,2957,616,0,1311,1311,32,0,0,0,False,7216834402712978437,False,False,False,0,MS4wLjABAAAAlntdQgipuwEOB_E_cxhT11g0x4SmdAyU8rMrOAFyfCUZn_SGD2MykVjW29B-AJeA,False,0,False,kueirqqmn00ouj,False,1687234214,1689588490
43,1205,31,0,10,10,1,0,0,0,False,7039860677862753285,False,False,False,0,MS4wLjABAAAAVrQM3msWfTa2S1C9O_cvSGTsf3PR2qQxsJPUCE3uhmjRb2B1IhRtb3xvQMup6Npi,False,0,False,dy0a0a49cc764563,False,1687234214,1689588490
26,31000,31,0,1847,1847,2,0,0,3,False,7188722450862670850,False,False,False,0,MS4wLjABAAAA6vIH50VKoTHFDTzDLJQPvQbXtPVmnBENs91Yw5iyzo8-PU71u25x5quXN1-L1xs1,False,0,False,silverzerok311,False,1687234214,1689588490
453,12700,317,0,99300,99300,269,0,0,0,False,7134900751227241478,False,True,False,0,MS4wLjABAAAASbE1aiLoGjS5zkTBXpaMIS9fdNgcmG9CuJ1ezsSU-LFsJZ_whwUqWMgq8Pd7Ktgk,False,0,False,maizi869,False,1687234214,1689588490
26100,5703,8166,0,146900,146900,397,0,0,0,False,7073206762543842309,False,False,False,0,MS4wLjABAAAA8COQmDyOXcClZ4AMB9FANB62StkYpgGwCU2krsNRo5JgTbsqvC3CiuotlDAxug_d,False,0,False,admiraleveleigh,False,1687234214,1689588490
551,30400,515,0,34000,34000,83,0,0,0,False,6937978237771547653,False,False,False,0,MS4wLjABAAAAezInFPgj6moN1Lfyy89aW8-KW9ion6F3zKoA7w6Y9T5D2xqZAdKAbm3zFmIS4Rsf,False,0,False,brainuser55,False,1687234214,1689588490
